name	female	male	number_of_GFP_kernels	number_of_WT_kernels	year	cross_type	family	category	allele	FPKM	PCR_confirmed
Y2x82-10	2	82-10	254	261	2019	male	82	vegetative_cell_high	tdsgR35A08	162	TRUE
Y68-2x1	68-2	1	302	289	2019	female	68	vegetative_cell_high	tdsgR83B04	90.3365	TRUE
Y2x72-3	2	72-3	214	231	2019	male	72	vegetative_cell_high	tdsgR67C09	21028.2	TRUE
Y2x49G-2	2	49G-2	245	269	2019	male	49	vegetative_cell_high	tdsgR24D03	165.028	TRUE
Y34-6x1	34-6	1	220	228	2019	female	34	vegetative_cell_high	tdsgR101B03	4371.01	TRUE
Y41B-4x1	41B-4	1	200	159	2019	female	41	vegetative_cell_high	tdsgR98H09	369.498	TRUE
Y2x40-1	2	40-1	177	158	2019	male	40	sperm_cell_high	tdsgR31B01	46.2179	TRUE
Y63-7x1	63-7	1	222	191	2019	female	63	sperm_cell_high	tdsgR53C03	48.0851	TRUE
Y2x53-4	2	53-4	203	163	2019	male	53	seedling_only	tdsgR52B09	96.7292666666667	TRUE
Y69-1x1	69-1	1	298	235	2019	female	69	vegetative_cell_high	tdsgR49F11	4175.48	TRUE
Y2x53-3	2	53-3	162	135	2019	male	53	seedling_only	tdsgR52B09	96.7292666666667	TRUE
Y37-3x1	37-3	1	158	162	2019	female	37	seedling_only	tdsgR106F04	103.9473	TRUE
Y2x24-2	2	24-2	204	201	2019	male	24	vegetative_cell_high	tdsgR102H01	2786.36	TRUE
Y49-?5x1	49-?5	1	270	222	2019	female	49	vegetative_cell_high	tdsgR24D03	165.028	TRUE
Y20-3x1	20-3	1	247	232	2019	female	20	vegetative_cell_high	tdsgR23D05	31.1667	TRUE
Y73-2x1	73-2	1	226	241	2019	female	73	sperm_cell_high	tdsgR35A03	160.436	TRUE
Y2x63-3	2	63-3	202	228	2019	male	63	sperm_cell_high	tdsgR53C03	48.0851	TRUE
Y86-1x1	86-1	1	287	239	2019	female	86	vegetative_cell_high	tdsgR103E04	35.5349	TRUE
Y2x51-1	2	51-1	155	166	2019	male	51	vegetative_cell_high	tdsgR52E07	153.004	TRUE
Y2x86-2	2	86-2	306	199	2019	male	86	vegetative_cell_high	tdsgR103E04	35.5349	TRUE
Y87-2x1	87-2	1	265	242	2019	female	87	sperm_cell_high	tdsgR84A12	392.156	TRUE
Y2x70-6	2	70-6	190	148	2019	male	70	vegetative_cell_high	tdsgR08A07	353.673	TRUE
Y24-3x1	24-3	1	259	252	2019	female	24	vegetative_cell_high	tdsgR102H01	2786.36	TRUE
Y2x14-2	2	14-2	100	100	2019	male	14	vegetative_cell_high	tdsgR92F08	330.685	TRUE
Y72-1x1	72-1	1	239	262	2019	female	72	vegetative_cell_high	tdsgR67C09	21028.2	TRUE
Y2x86-5	2	86-5	183	144	2019	male	86	vegetative_cell_high	tdsgR103E04	35.5349	TRUE
Y85-4x1	85-4	1	107	100	2019	female	85	vegetative_cell_high	tdsgR34C11	885.729	TRUE
Y2x70-1	2	70-1	221	165	2019	male	70	vegetative_cell_high	tdsgR08A07	353.673	TRUE
Y75-4x1	75-4	1	251	241	2019	female	75	vegetative_cell_high	tdsgR45E04	32.8555	TRUE
Y26-5x1	26-5	1	211	256	2019	female	26	vegetative_cell_high	tdsgR01G01	176.627	TRUE
Y2x14-5	2	14-5	172	210	2019	male	14	vegetative_cell_high	tdsgR92F08	330.685	TRUE
Y71-4x1	71-4	1	237	268	2019	female	71	vegetative_cell_high	tdsgR81E02	4371.01	TRUE
Y2x35-2	2	35-2	236	233	2019	male	35	vegetative_cell_high	tdsgR81G05	64.6735	TRUE
Y2x51-6	2	51-6	171	198	2019	male	51	vegetative_cell_high	tdsgR52E07	153.004	TRUE
Y2x32-6	2	32-6	149	148	2019	male	32	vegetative_cell_high	tdsgR27E01	47.4902	TRUE
Y2x73G-1	2	73G-1	260	234	2019	male	73	sperm_cell_high	tdsgR35A03	160.436	TRUE
Y54-2x1	54-2	1	203	211	2019	female	54	vegetative_cell_high	tdsgR33F03	304.574	TRUE
Y2x39-2	2	39-2	235	229	2019	male	39	vegetative_cell_high	tdsgR88B08	720.42	TRUE
Y51-1x1	51-1	1	303	252	2019	female	51	vegetative_cell_high	tdsgR52E07	153.004	TRUE
Y2x56-2	2	56-2	174	164	2019	male	56	vegetative_cell_high	tdsgR41F01	159.129	TRUE
Y50G-2x1	50G-2	1	279	265	2019	female	50	sperm_cell_high	tdsgR106G12	126.303	TRUE
Y2x25-5m1	2	25-5m1	308	266	2019	male	25	seedling_only	tdsgR63F09	38.2865666666667	TRUE
Y2x18-5	2	18-5	249	272	2019	male	18	vegetative_cell_high	tdsgR02D02	54.9727	TRUE
Y55-1x1	55-1	1	126	151	2019	female	55	vegetative_cell_high	tdsgR77F09	33.3009	TRUE
Y58-2x1	58-2	1	225	195	2019	female	58	vegetative_cell_high	tdsgR99B02	56.2152	TRUE
Y2x18-2	2	18-2	204	207	2019	male	18	vegetative_cell_high	tdsgR02D02	54.9727	TRUE
Y56-4x1	56-4	1	315	285	2019	female	56	vegetative_cell_high	tdsgR41F01	159.129	TRUE
Y2x32-1	2	32-1	267	275	2019	male	32	vegetative_cell_high	tdsgR27E01	47.4902	TRUE
Y38-1x1	38-1	1	277	202	2019	female	38	vegetative_cell_high	tdsgR04G10	60.916	TRUE
Y2x54-3	2	54-3	161	166	2019	male	54	vegetative_cell_high	tdsgR33F03	304.574	TRUE
Y37-4x1	37-4	1	214	234	2019	female	37	seedling_only	tdsgR106F04	103.9473	TRUE
Y86G-2x1	86G-2	1	242	257	2019	female	86	vegetative_cell_high	tdsgR103E04	35.5349	TRUE
Y2x23-2	2	23-2	131	185	2019	male	23	vegetative_cell_high	tdsgR04A02	52.5708	TRUE
Y2x88-4	2	88-4	216	227	2019	male	88	vegetative_cell_high	tdsgR107C12	885.729	TRUE
Y2x75-4	2	75-4	126	174	2019	male	75	vegetative_cell_high	tdsgR45E04	32.8555	TRUE
Y34-1x1	34-1	1	260	233	2019	female	34	vegetative_cell_high	tdsgR101B03	4371.01	TRUE
Y2x88-3	2	88-3	222	207	2019	male	88	vegetative_cell_high	tdsgR107C12	885.729	TRUE
Y62-3x1	62-3	1	222	236	2019	female	62	vegetative_cell_high	tdsgR31H05	196.9	TRUE
Y2x66-6	2	66-6	234	234	2019	male	66	sperm_cell_high	tdsgR26G07	118.053	TRUE
Y35-2x1	35-2	1	251	254	2019	female	35	vegetative_cell_high	tdsgR81G05	64.6735	TRUE
Y66-3x1	66-3	1	249	211	2019	female	66	sperm_cell_high	tdsgR26G07	118.053	TRUE
Y2x54-4	2	54-4	146	202	2019	male	54	vegetative_cell_high	tdsgR33F03	304.574	TRUE
Y69-6x1	69-6	1	245	245	2019	female	69	vegetative_cell_high	tdsgR49F11	4175.48	TRUE
Y82-10x1	82-10	1	286	319	2019	female	82	vegetative_cell_high	tdsgR35A08	162	TRUE
Y39-3bx1	39-3b	1	186	201	2019	female	39	vegetative_cell_high	tdsgR88B08	720.42	TRUE
Y46-6x1	46-6	1	261	238	2019	female	46	sperm_cell_high	tdsgR60D10	76.6179	TRUE
Y43-5x1	43-5	1	224	226	2019	female	43	seedling_only	tdsgR46C04	106.187666666667	TRUE
Y49-3x1	49-3	1	222	213	2019	female	49	vegetative_cell_high	tdsgR24D03	165.028	TRUE
Y2x37-4	2	37-4	232	216	2019	male	37	seedling_only	tdsgR106F04	103.9473	TRUE
Y2x24-1	2	24-1	263	201	2019	male	24	vegetative_cell_high	tdsgR102H01	2786.36	TRUE
Y2x40-5	2	40-5	155	216	2019	male	40	sperm_cell_high	tdsgR31B01	46.2179	TRUE
Y2x84-3	2	84-3	190	159	2019	male	84	seedling_only	tdsgR65E02	234.641	TRUE
Y2x82-13	2	82-13	138	138	2019	male	82	vegetative_cell_high	tdsgR35A08	162	TRUE
Y2x40-2	2	40-2	202	180	2019	male	40	sperm_cell_high	tdsgR31B01	46.2179	TRUE
Y2x84-4	2	84-4	233	211	2019	male	84	seedling_only	tdsgR65E02	234.641	TRUE
Y45-3x1	45-3	1	267	283	2019	female	45	sperm_cell_high	tdsgR87A03	51.2846	TRUE
Y2x49G-1	2	49G-1	121	126	2019	male	49	vegetative_cell_high	tdsgR24D03	165.028	TRUE
Y18-4x1	18-4	1	255	258	2019	female	18	vegetative_cell_high	tdsgR02D02	54.9727	TRUE
Y17-1x1	17-1	1	284	235	2019	female	17	vegetative_cell_high	tdsgR32B05	32.8555	TRUE
Y2x58-3	2	58-3	110	122	2019	male	58	vegetative_cell_high	tdsgR99B02	56.2152	TRUE
Y2x37-3	2	37-3	172	182	2019	male	37	seedling_only	tdsgR106F04	103.9473	TRUE
Y49G-1x1	49G-1	1	189	197	2019	female	49	vegetative_cell_high	tdsgR24D03	165.028	TRUE
Y2x71-6	2	71-6	251	278	2019	male	71	vegetative_cell_high	tdsgR81E02	4371.01	TRUE
Y87-3x1	87-3	1	284	248	2019	female	87	sperm_cell_high	tdsgR84A12	392.156	TRUE
Y2x43-4	2	43-4	249	229	2019	male	43	seedling_only	tdsgR46C04	106.187666666667	TRUE
Y2x87-2	2	87-2	47	194	2019	male	87	sperm_cell_high	tdsgR84A12	392.156	TRUE
Y24-2x1	24-2	1	257	268	2019	female	24	vegetative_cell_high	tdsgR102H01	2786.36	TRUE
Y73-3x1	73-3	1	282	256	2019	female	73	sperm_cell_high	tdsgR35A03	160.436	TRUE
Y2x34-5	2	34-5	139	151	2019	male	34	vegetative_cell_high	tdsgR101B03	4371.01	TRUE
Y20-2x1	20-2	1	213	199	2019	female	20	vegetative_cell_high	tdsgR23D05	31.1667	TRUE
Y25-1x1	25-1	1	228	238	2019	female	25	seedling_only	tdsgR63F09	38.2865666666667	TRUE
Y2x62-3	2	62-3	126	126	2019	male	62	vegetative_cell_high	tdsgR31H05	196.9	TRUE
Y2x34-2	2	34-2	192	194	2019	male	34	vegetative_cell_high	tdsgR101B03	4371.01	TRUE
Y71-5x1	71-5	1	194	200	2019	female	71	vegetative_cell_high	tdsgR81E02	4371.01	TRUE
Y84-6x1	84-6	1	276	258	2019	female	84	seedling_only	tdsgR65E02	234.641	TRUE
Y2x71-1	2	71-1	197	242	2019	male	71	vegetative_cell_high	tdsgR81E02	4371.01	TRUE
Y2x43-3	2	43-3	122	109	2019	male	43	seedling_only	tdsgR46C04	106.187666666667	TRUE
Y85-5x1	85-5	1	357	157	2019	female	85	vegetative_cell_high	tdsgR34C11	885.729	TRUE
Y80-6x1	80-6	1	230	255	2019	female	80	vegetative_cell_high	tdsgR72D11	90.5725	TRUE
Y2x87-5	2	87-5	38	200	2019	male	87	sperm_cell_high	tdsgR84A12	392.156	TRUE
Y26-4x1	26-4	1	269	271	2019	female	26	vegetative_cell_high	tdsgR01G01	176.627	TRUE
Y70-6x1	70-6	1	234	207	2019	female	70	vegetative_cell_high	tdsgR08A07	353.673	TRUE
Y75-5x1	75-5	1	273	271	2019	female	75	vegetative_cell_high	tdsgR45E04	32.8555	TRUE
Y50G-3x1	50G-3	1	174	204	2019	female	50	sperm_cell_high	tdsgR106G12	126.303	TRUE
Y2x80-1	2	80-1	217	230	2019	male	80	vegetative_cell_high	tdsgR72D11	90.5725	TRUE
Y2x19-5	2	19-5	164	300	2019	male	19	sperm_cell_high	tdsgR82A03	392.156	TRUE
Y2x20-3	2	20-3	124	141	2019	male	20	vegetative_cell_high	tdsgR23D05	31.1667	TRUE
Y2x41B-1	2	41B-1	221	170	2019	male	41	vegetative_cell_high	tdsgR98H09	369.498	TRUE
Y54-3x1	54-3	1	80	94	2019	female	54	vegetative_cell_high	tdsgR33F03	304.574	TRUE
Y2x38-2	2	38-2	220	220	2019	male	38	vegetative_cell_high	tdsgR04G10	60.916	TRUE
Y2x41B-6	2	41B-6	88	117	2019	male	41	vegetative_cell_high	tdsgR98H09	369.498	TRUE
Y2x38-5	2	38-5	160	153	2019	male	38	vegetative_cell_high	tdsgR04G10	60.916	TRUE
Y2x33-1	2	33-1	201	164	2019	male	33	vegetative_cell_high	tdsgR27E01	47.4902	TRUE
Y53-6x1	53-6	1	257	256	2019	female	53	seedling_only	tdsgR52B09	96.7292666666667	TRUE
Y2x80-6	2	80-6	124	134	2019	male	80	vegetative_cell_high	tdsgR72D11	90.5725	TRUE
Y2x19-2	2	19-2	153	361	2019	male	19	sperm_cell_high	tdsgR82A03	392.156	TRUE
Y2x20-4	2	20-4	183	213	2019	male	20	vegetative_cell_high	tdsgR23D05	31.1667	TRUE
Y58-3x1	58-3	1	255	245	2019	female	58	vegetative_cell_high	tdsgR99B02	56.2152	TRUE
Y2x46-6	2	46-6	330	268	2019	male	46	sperm_cell_high	tdsgR60D10	76.6179	TRUE
Y32-6x1	32-6	1	235	226	2019	female	32	vegetative_cell_high	tdsgR27E01	47.4902	TRUE
Y37-5x1	37-5	1	134	149	2019	female	37	seedling_only	tdsgR106F04	103.9473	TRUE
Y64-4x1	64-4	1	172	157	2019	female	64	sperm_cell_high	tdsgR53C03	48.0851	TRUE
Y63-1x1	63-1	1	255	276	2019	female	63	sperm_cell_high	tdsgR53C03	48.0851	TRUE
Y2x55-4	2	55-4	187	234	2019	male	55	vegetative_cell_high	tdsgR77F09	33.3009	TRUE
Y66-2x1	66-2	1	284	267	2019	female	66	sperm_cell_high	tdsgR26G07	118.053	TRUE
Y2x86G-1	2	86G-1	91	94	2019	male	86	vegetative_cell_high	tdsgR103E04	35.5349	TRUE
Y35-3x1	35-3	1	196	241	2019	female	35	vegetative_cell_high	tdsgR81G05	64.6735	TRUE
Y82-11x1	82-11	1	220	239	2019	female	82	vegetative_cell_high	tdsgR35A08	162	TRUE
Y62-2x1	62-2	1	260	227	2019	female	62	vegetative_cell_high	tdsgR31H05	196.9	TRUE
Y67-1x1	67-1	1	218	221	2019	female	67	sperm_cell_high	tdsgR26G07	118.053	TRUE
Y2x46-1	2	46-1	269	221	2019	male	46	sperm_cell_high	tdsgR60D10	76.6179	TRUE
Y41B-2x1	41B-2	1	253	265	2019	female	41	vegetative_cell_high	tdsgR98H09	369.498	TRUE
Y2x82-7	2	82-7	163	177	2019	male	82	vegetative_cell_high	tdsgR35A08	162	TRUE
Y2x25-1	2	25-1	167	173	2019	male	25	seedling_only	tdsgR63F09	38.2865666666667	TRUE
Y2x17-3	2	17-3	260	277	2019	male	17	vegetative_cell_high	tdsgR32B05	32.8555	TRUE
Y14-5x1	14-5	1	160	181	2019	female	14	vegetative_cell_high	tdsgR92F08	330.685	TRUE
Y67G-2x1	67G-2	1	296	275	2019	female	67	sperm_cell_high	tdsgR26G07	118.053	TRUE
Y2x59-4	2	59-4	216	250	2019	male	59	seedling_only	tdsgR12H07	37.5026	TRUE
Y43-4x1	43-4	1	239	211	2019	female	43	seedling_only	tdsgR46C04	106.187666666667	TRUE
Y2x36-4	2	36-4	240	187	2019	male	36	vegetative_cell_high	tdsgR92A10	132.288	TRUE
Y2x50G-6	2	50G-6	268	246	2019	male	50	sperm_cell_high	tdsgR106G12	126.303	TRUE
Y18-5x1	18-5	1	256	242	2019	female	18	vegetative_cell_high	tdsgR02D02	54.9727	TRUE
Y2x36-3	2	36-3	280	272	2019	male	36	vegetative_cell_high	tdsgR92A10	132.288	TRUE
Y2x50G-1	2	50G-1	183	143	2019	male	50	sperm_cell_high	tdsgR106G12	126.303	TRUE
Y2x25-6	2	25-6	186	193	2019	male	25	seedling_only	tdsgR63F09	38.2865666666667	TRUE
Y2x17-4	2	17-4	221	236	2019	male	17	vegetative_cell_high	tdsgR32B05	32.8555	TRUE
Y45-2x1	45-2	1	251	265	2019	female	45	sperm_cell_high	tdsgR87A03	51.2846	TRUE
Y40-1x1	40-1	1	223	234	2019	female	40	sperm_cell_high	tdsgR31B01	46.2179	TRUE
Y2x85-4	2	85-4	200	169	2019	male	85	vegetative_cell_high	tdsgR34C11	885.729	TRUE
Y19-6x1	19-6	1	229	224	2019	female	19	sperm_cell_high	tdsgR82A03	392.156	TRUE
Y75-6x1	75-6	1	270	256	2019	female	75	vegetative_cell_high	tdsgR45E04	32.8555	TRUE
Y70-5x1	70-5	1	222	217	2019	female	70	vegetative_cell_high	tdsgR08A07	353.673	TRUE
Y2x72-1	2	72-1	152	154	2019	male	72	vegetative_cell_high	tdsgR67C09	21028.2	TRUE
Y2x82-12	2	82-12	147	159	2019	male	82	vegetative_cell_high	tdsgR35A08	162	TRUE
Y80-5x1	80-5	1	268	273	2019	female	80	vegetative_cell_high	tdsgR72D11	90.5725	TRUE
Y2x40-3	2	40-3	199	214	2019	male	40	sperm_cell_high	tdsgR31B01	46.2179	TRUE
Y85-6x1	85-6	1	216	184	2019	female	85	vegetative_cell_high	tdsgR34C11	885.729	TRUE
Y2x84-5	2	84-5	227	253	2019	male	84	seedling_only	tdsgR65E02	234.641	TRUE
Y2x53-6	2	53-6	95	97	2019	male	53	seedling_only	tdsgR52B09	96.7292666666667	TRUE
Y2x58-2	2	58-2	246	257	2019	male	58	vegetative_cell_high	tdsgR99B02	56.2152	TRUE
Y84-5x1	84-5	1	238	223	2019	female	84	seedling_only	tdsgR65E02	234.641	TRUE
Y71-6x1	71-6	1	237	252	2019	female	71	vegetative_cell_high	tdsgR81E02	4371.01	TRUE
Y86-3x1	86-3	1	282	98	2019	female	86	vegetative_cell_high	tdsgR103E04	35.5349	TRUE
Y2x53-1	2	53-1	282	260	2019	male	53	seedling_only	tdsgR52B09	96.7292666666667	TRUE
Y2x37-5	2	37-5	188	211	2019	male	37	seedling_only	tdsgR106F04	103.9473	TRUE
Y25-2x1	25-2	1	244	236	2019	female	25	seedling_only	tdsgR63F09	38.2865666666667	TRUE
Y72-3x1	72-3	1	240	231	2019	female	72	vegetative_cell_high	tdsgR67C09	21028.2	TRUE
Y2x66-9	2	66-9	244	262	2019	male	66	sperm_cell_high	tdsgR26G07	118.053	TRUE
Y24-1x1	24-1	1	249	252	2019	female	24	vegetative_cell_high	tdsgR102H01	2786.36	TRUE
Y2x84-2	2	84-2	188	191	2019	male	84	seedling_only	tdsgR65E02	234.641	TRUE
Y2x23-4	2	23-4	189	294	2019	male	23	vegetative_cell_high	tdsgR04A02	52.5708	TRUE
Y2x75-2	2	75-2	158	156	2019	male	75	vegetative_cell_high	tdsgR45E04	32.8555	TRUE
Y2x66-7	2	66-7	211	235	2019	male	66	sperm_cell_high	tdsgR26G07	118.053	TRUE
Y2x54-5	2	54-5	143	150	2019	male	54	vegetative_cell_high	tdsgR33F03	304.574	TRUE
Y53-5x1	53-5	1	288	235	2019	female	53	seedling_only	tdsgR52B09	96.7292666666667	TRUE
Y2x54-2	2	54-2	165	183	2019	male	54	vegetative_cell_high	tdsgR33F03	304.574	TRUE
Y51-3x1	51-3	1	198	212	2019	female	51	vegetative_cell_high	tdsgR52E07	153.004	TRUE
Y2x72-6m1	2	72-6m1	249	290	2019	male	72	vegetative_cell_high	tdsgR67C09	21028.2	TRUE
Y2x23-3	2	23-3	206	215	2019	male	23	vegetative_cell_high	tdsgR04A02	52.5708	TRUE
Y2x11-1	2	11-1	252	236	2019	male	11	sperm_cell_high	tdsgR91F11	220.451	TRUE
Y2x83-1	2	83-1	222	216	2019	male	83	vegetative_cell_high	tdsgR35A08	162	TRUE
Y2x75-5	2	75-5	134	135	2019	male	75	vegetative_cell_high	tdsgR45E04	32.8555	TRUE
Y62-1x1	62-1	1	265	238	2019	female	62	vegetative_cell_high	tdsgR31H05	196.9	TRUE
Y41B-1x1	41B-1	1	258	203	2019	female	41	vegetative_cell_high	tdsgR98H09	369.498	TRUE
Y34-3x1	34-3	1	254	258	2019	female	34	vegetative_cell_high	tdsgR101B03	4371.01	TRUE
Y2x18-3	2	18-3	285	283	2019	male	18	vegetative_cell_high	tdsgR02D02	54.9727	TRUE
Y2x39-4	2	39-4	163	153	2019	male	39	vegetative_cell_high	tdsgR88B08	720.42	TRUE
Y82-12x1	82-12	1	226	197	2019	female	82	vegetative_cell_high	tdsgR35A08	162	TRUE
Y69-4x1	69-4	1	213	250	2019	female	69	vegetative_cell_high	tdsgR49F11	4175.48	TRUE
Y63-2x1	63-2	1	231	249	2019	female	63	sperm_cell_high	tdsgR53C03	48.0851	TRUE
Y2x20-5?	2	20-5?	217	209	2019	male	20	vegetative_cell_high	tdsgR23D05	31.1667	TRUE
Y2x39-3	2	39-3	184	199	2019	male	39	vegetative_cell_high	tdsgR88B08	720.42	TRUE
Y37-6x1	37-6	1	254	208	2019	female	37	seedling_only	tdsgR106F04	103.9473	TRUE
Y32-5x1	32-5	1	242	258	2019	female	32	vegetative_cell_high	tdsgR27E01	47.4902	TRUE
Y38-3x1	38-3	1	269	235	2019	female	38	vegetative_cell_high	tdsgR04G10	60.916	TRUE
Y2x56-3	2	56-3	164	201	2019	male	56	vegetative_cell_high	tdsgR41F01	159.129	TRUE
Y2x18-4	2	18-4	278	250	2019	male	18	vegetative_cell_high	tdsgR02D02	54.9727	TRUE
Y2x86-4	2	86-4	253	196	2019	male	86	vegetative_cell_high	tdsgR103E04	35.5349	TRUE
Y40-2x1	40-2	1	262	229	2019	female	40	sperm_cell_high	tdsgR31B01	46.2179	TRUE
Y19-5x1	19-5	1	215	230	2019	female	19	sperm_cell_high	tdsgR82A03	392.156	TRUE
Y2x35-3	2	35-3	255	248	2019	male	35	vegetative_cell_high	tdsgR81G05	64.6735	TRUE
Y2x63-5	2	63-5	102	106	2019	male	63	sperm_cell_high	tdsgR53C03	48.0851	TRUE
Y17-3x1	17-3	1	265	269	2019	female	17	vegetative_cell_high	tdsgR32B05	32.8555	TRUE
Y2x68-1	2	68-1	79	117	2019	male	68	vegetative_cell_high	tdsgR83B04	90.3365	TRUE
Y2x35-4	2	35-4	118	140	2019	male	35	vegetative_cell_high	tdsgR81G05	64.6735	TRUE
Y2x63-2	2	63-2	203	174	2019	male	63	sperm_cell_high	tdsgR53C03	48.0851	TRUE
Y49-1x1	49-1	1	247	213	2019	female	49	vegetative_cell_high	tdsgR24D03	165.028	TRUE
Y2x68-6	2	68-6	183	162	2019	male	68	vegetative_cell_high	tdsgR83B04	90.3365	TRUE
Y2x86-3	2	86-3	235	211	2019	male	86	vegetative_cell_high	tdsgR103E04	35.5349	TRUE
Y11-5x1	11-5	1	276	272	2019	female	11	sperm_cell_high	tdsgR91F11	220.451	TRUE
Y67G-1x1	67G-1	1	223	210	2019	female	67	sperm_cell_high	tdsgR26G07	118.053	TRUE
Y14-6x1	14-6	1	206	209	2019	female	14	vegetative_cell_high	tdsgR92F08	330.685	TRUE
Y2x49-1	2	49-1	111	73	2019	male	49	vegetative_cell_high	tdsgR24D03	165.028	TRUE
Y2x26-1	2	26-1	217	251	2019	male	26	vegetative_cell_high	tdsgR01G01	176.627	TRUE
Y84-4x1	84-4	1	222	226	2019	female	84	seedling_only	tdsgR65E02	234.641	TRUE
